,,,,,,,,,,,
,,,,,,,,,,,
Customers Table,,,,,,,,,,,Managed by : Jack V. Ball
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Customer ID,Policy Holder Name,Gender,Age at Entry,Current Age,Occupation,Smoker Status,Medical Exam Required,Nationality,State,,
CUST-187996,Hunter M. Johnston,Male,39,50,Corporate treasurer,No,Yes,United States,Minnesota,,
CUST-594301,Gabriel K. Mendez,Male,38,45,IT technical support officer,No,Yes,United States,Minnesota,,
CUST-816432,Christopher O. Holt,Male,29,31,TEFL teacher,No,Yes,United States,Minnesota,,
CUST-943214,Christopher C. Grant,Male,44,68,Dispensing optician,No,Yes,United States,Minnesota,,
CUST-729656,Anthony S. Martin,Male,38,42,Electronics engineer,No,Yes,United States,Minnesota,,
CUST-643327,Henry Z. Moss,Male,31,54,"Engineer, electrical",No,Yes,United States,Minnesota,,
CUST-937956,Nathan M. Bryant,Male,32,44,Farm manager,No,Yes,United States,Minnesota,,
CUST-899566,Jackson L. Beck,Male,42,49,Medical physicist,No,Yes,United States,Minnesota,,
CUST-166073,Jackson Z. Alvarez,Male,56,74,Jewellery designer,No,Yes,United States,Minnesota,,
CUST-416784,William Z. Lambert,Male,32,54,Politician's assistant,No,Yes,United States,Minnesota,,
CUST-201525,Benjamin A. Willis,Male,28,29,"Lighting technician, broadcasting/film/video",No,Yes,United States,Minnesota,,
CUST-283469,Dylan Z. Higgins,Male,47,68,Public librarian,No,Yes,United States,Minnesota,,
CUST-283644,Anthony Q. Jenkins,Male,19,36,Clinical research associate,No,Yes,United States,Minnesota,,
CUST-495177,Austin B. Ramsey,Male,58,69,"Engineer, building services",No,Yes,United States,Minnesota,,
CUST-500020,Nathan H. Owens,Male,42,45,"Pharmacist, community",No,Yes,United States,Minnesota,,
CUST-385365,William T. Ramos,Male,40,65,Technical brewer,No,Yes,United States,Minnesota,,
CUST-395203,Sebastian L. Watts,Male,41,55,"Nurse, mental health",No,Yes,United States,Minnesota,,
CUST-388156,Henry R. Dixon,Male,21,25,Ranger/warden,No,Yes,United States,Minnesota,,
CUST-364028,Aaron X. Parks,Male,51,57,Press sub,No,Yes,United States,Minnesota,,
CUST-269810,Anthony S. Blake,Male,55,65,Charity officer,No,Yes,United States,Minnesota,,
CUST-728420,Jackson O. Hill,Male,58,59,"Surveyor, commercial/residential",No,Yes,United States,Minnesota,,
CUST-731411,Joshua Q. Castro,Male,59,83,"Engineer, building services",No,Yes,United States,Minnesota,,
CUST-841937,Caleb G. Bowen,Male,38,62,Medical physicist,No,Yes,United States,Minnesota,,
CUST-686611,Owen Z. Mason,Male,47,65,Advertising art director,No,Yes,United States,Minnesota,,
CUST-859728,Lucas H. Carpenter,Male,33,49,Counsellor,No,Yes,United States,Minnesota,,
CUST-236448,Joshua J. Francis,Male,30,34,Energy manager,No,Yes,United States,Minnesota,,
CUST-336621,Thomas H. Day,Male,25,39,"Therapist, sports",No,Yes,United States,Minnesota,,
CUST-361732,Wyatt F. Steele,Male,41,54,"Solicitor, Scotland",No,Yes,United States,Minnesota,,
CUST-588187,Jack N. Glover,Male,25,45,Geographical information systems officer,No,Yes,United States,Minnesota,,
CUST-595782,Caleb Q. Phillips,Male,44,51,Dietitian,No,Yes,United States,Minnesota,,
CUST-713118,Joshua Y. Tucker,Male,27,30,Financial adviser,No,Yes,United States,Minnesota,,
CUST-770848,Alexander B. Hopkins,Male,22,47,Charity officer,No,Yes,United States,Minnesota,,
CUST-474398,Alexander P. Alvarado,Male,47,69,Diagnostic radiographer,No,Yes,United States,Minnesota,,
CUST-781127,Joshua Z. Rhodes,Male,27,42,Health service manager,No,Yes,United States,Minnesota,,
CUST-435484,Jack T. Rogers,Male,45,64,"Engineer, broadcasting (operations)",No,Yes,United States,Minnesota,,
CUST-848590,Andrew J. Garrett,Male,49,74,Chief Financial Officer,No,Yes,United States,Minnesota,,
CUST-337661,Benjamin T. Brooks,Male,30,39,English as a foreign language teacher,No,Yes,United States,Minnesota,,
CUST-592843,Connor W. Richards,Male,57,59,Barista,No,Yes,United States,Minnesota,,
CUST-563374,Nicholas H. Freeman,Male,25,28,Legal secretary,No,Yes,United States,Minnesota,,
CUST-410597,Theodore D. Haynes,Male,55,59,Museum/gallery exhibitions officer,No,Yes,United States,Minnesota,,
CUST-119541,Isaac C. Thornton,Male,28,40,Trading standards officer,No,Yes,United States,Minnesota,,
CUST-555101,James U. Goodwin,Male,46,63,"Psychologist, occupational",No,Yes,United States,Minnesota,,
CUST-938212,Aaron P. Salazar,Male,47,53,"Surveyor, building",No,Yes,United States,Minnesota,,
CUST-562558,Daniel R. Padilla,Male,21,36,"Production designer, theatre/television/film",No,Yes,United States,Minnesota,,
CUST-402011,Alexander V. Howell,Male,42,67,Arboriculturist,No,Yes,United States,Minnesota,,
CUST-740578,Lucas N. Kim,Male,58,65,Sales promotion account executive,No,Yes,United States,Minnesota,,
CUST-822061,Thomas D. Oliver,Male,46,68,"Scientist, marine",No,Yes,United States,Minnesota,,
CUST-122495,Caleb M. Williamson,Male,56,62,"Engineer, drilling",No,Yes,United States,Minnesota,,
CUST-520181,Oliver O. Perkins,Male,33,54,Intelligence analyst,No,Yes,United States,Minnesota,,
CUST-890476,Daniel J. Lawrence,Male,47,63,Statistician,No,Yes,United States,Minnesota,,
CUST-235648,Sebastian V. Jacobs,Male,48,57,"Therapist, horticultural",No,Yes,United States,Minnesota,,
CUST-485135,Charles C. Perry,Male,53,61,"Civil engineer, contracting",No,Yes,United States,Minnesota,,
CUST-989042,Nicholas Q. Rivera,Male,42,56,Architectural technologist,No,Yes,United States,Minnesota,,
CUST-150331,Theodore F. Duncan,Male,30,48,Archivist,No,Yes,United States,Minnesota,,
CUST-279037,Aaron A. Welch,Male,30,54,Meteorologist,No,Yes,United States,Minnesota,,
CUST-539197,Jack W. Burton,Male,31,41,Metallurgist,No,Yes,United States,Minnesota,,
CUST-593972,Charles U. McCoy,Male,50,65,Media buyer,No,Yes,United States,Minnesota,,
CUST-960259,Lucas A. Cole,Male,48,60,"Engineer, manufacturing",No,Yes,United States,Minnesota,,
CUST-826039,Hunter D. Rice,Male,48,66,"Education officer, museum",No,Yes,United States,Minnesota,,
CUST-618856,Caleb F. Kelley,Male,38,55,Manufacturing engineer,No,Yes,United States,Minnesota,,
CUST-875552,James P. Adams,Male,60,73,Futures trader,No,Yes,United States,Minnesota,,
CUST-807218,Alexander Q. Miller,Male,29,49,Research scientist (medical),No,Yes,United States,Minnesota,,
CUST-641375,Andrew J. Robertson,Male,24,40,Broadcast engineer,No,Yes,United States,Minnesota,,
CUST-972208,Anthony G. Daniels,Male,58,68,Financial manager,No,Yes,United States,Minnesota,,
CUST-988749,Daniel P. Byrd,Male,22,45,Cabin crew,No,Yes,United States,Minnesota,,
CUST-978959,Carter C. Richardson,Male,48,73,Ceramics designer,No,Yes,United States,Minnesota,,
CUST-248771,Joshua X. Flores,Male,28,48,"Engineer, technical sales",No,Yes,United States,Minnesota,,
CUST-851136,David H. Munoz,Male,21,46,Mechanical engineer,No,Yes,United States,Minnesota,,
CUST-313018,Caleb D. Bush,Male,55,56,Sports coach,No,Yes,United States,Minnesota,,
CUST-963835,Adam Y. Gonzales,Male,22,32,Commissioning editor,No,Yes,United States,Minnesota,,
CUST-241270,Gabriel R. Holland,Male,54,69,Recruitment consultant,No,Yes,United States,Minnesota,,
CUST-699834,Caleb V. Myers,Male,46,48,Insurance account manager,No,Yes,United States,Minnesota,,
CUST-310997,Gabriel H. Stokes,Male,47,69,"Education officer, museum",No,Yes,United States,Minnesota,,
CUST-594244,Connor A. Duncan,Male,25,28,"Journalist, magazine",No,Yes,United States,Minnesota,,
CUST-245145,Joseph Z. Malone,Male,51,62,Tourism officer,No,Yes,United States,Minnesota,,
CUST-594516,Zachary O. Green,Male,31,52,Prison officer,No,Yes,United States,Minnesota,,
CUST-363548,Connor R. Knight,Male,51,68,"Chemist, analytical",No,Yes,United States,Minnesota,,
CUST-772004,Lucas E. Jimenez,Male,20,38,Web designer,No,Yes,United States,Minnesota,,
CUST-979545,Anthony D. Butler,Male,38,42,Trade union research officer,No,Yes,United States,Minnesota,,
CUST-474799,Jackson L. Norman,Male,28,42,"Surveyor, building",No,Yes,United States,Minnesota,,
CUST-232031,Isaac G. Carlson,Male,54,56,"Designer, industrial/product",No,Yes,United States,Minnesota,,
CUST-907690,Daniel V. Lane,Male,55,67,Ranger/warden,Yes,Yes,United States,Minnesota,,
CUST-115972,Austin K. Stanley,Male,40,63,"Therapist, horticultural",Yes,Yes,United States,Minnesota,,
CUST-424463,Andrew X. Cohen,Male,31,37,"Designer, ceramics/pottery",Yes,Yes,United States,Minnesota,,
CUST-192788,Gabriel M. Barker,Male,35,54,"Pharmacist, hospital",Yes,Yes,United States,Minnesota,,
CUST-898844,William V. Webster,Male,53,74,"Programmer, systems",Yes,Yes,United States,Minnesota,,
CUST-324308,Nathan C. Cannon,Male,44,64,"Engineer, energy",Yes,Yes,United States,Minnesota,,
CUST-441301,Owen X. Spencer,Male,24,39,Race relations officer,Yes,Yes,United States,Minnesota,,
CUST-792550,David D. Peterson,Male,46,62,"Engineer, water",Yes,Yes,United States,Minnesota,,
CUST-339951,Matthew M. Cummings,Male,20,31,Arts administrator,Yes,Yes,United States,Minnesota,,
CUST-416715,Dylan S. Quinn,Male,22,28,Chief Marketing Officer,Yes,Yes,United States,Minnesota,,
CUST-295493,Daniel I. Matthews,Male,42,48,Art therapist,Yes,Yes,United States,Minnesota,,
CUST-940398,Nicholas I. Guerrero,Male,41,59,Hydrogeologist,Yes,Yes,United States,Minnesota,,
CUST-154959,Austin A. Armstrong,Male,22,37,"Scientist, forensic",Yes,Yes,United States,Minnesota,,
CUST-546306,Gabriel N. Cole,Male,30,54,Risk analyst,Yes,Yes,United States,Minnesota,,
CUST-288084,Caleb U. Baker,Male,22,40,Actor,Yes,Yes,United States,Minnesota,,
CUST-602128,Jackson J. Ford,Male,43,59,"Scientist, product/process development",Yes,Yes,United States,Minnesota,,
CUST-671441,Owen H. Francis,Male,21,26,Personnel officer,Yes,Yes,United States,Minnesota,,
CUST-756311,Sebastian U. Bishop,Male,45,69,Fast food restaurant manager,Yes,Yes,United States,Minnesota,,
CUST-754757,Thomas E. McGee,Male,37,60,Theatre director,Yes,Yes,United States,Minnesota,,
CUST-409489,Caleb X. Kim,Male,48,67,Multimedia specialist,Yes,Yes,United States,Minnesota,,
CUST-962331,Wyatt M. Ramos,Male,44,59,Adult guidance worker,Yes,Yes,United States,Minnesota,,
CUST-953396,Christopher F. Knight,Male,60,68,Sports therapist,Yes,Yes,United States,Minnesota,,
CUST-188285,Anthony U. Potter,Male,46,49,Museum education officer,Yes,Yes,United States,Minnesota,,
CUST-561878,Andrew H. Hardy,Male,24,49,Bookseller,Yes,Yes,United States,Minnesota,,
CUST-242583,Owen C. Miller,Male,35,38,Hospital pharmacist,Yes,Yes,United States,Minnesota,,
CUST-201112,Daniel O. Brown,Male,22,41,"Solicitor, Scotland",Yes,Yes,United States,Minnesota,,
CUST-208660,Jackson F. Warren,Male,34,55,"Programmer, applications",Yes,Yes,United States,Minnesota,,
CUST-248372,Thomas I. Murray,Male,25,40,Mudlogger,Yes,Yes,United States,Minnesota,,
CUST-890873,Dylan D. Fields,Male,47,63,Phytotherapist,Yes,Yes,United States,Minnesota,,
CUST-763311,Christopher L. Fletcher,Male,55,57,"Engineer, site",Yes,Yes,United States,Minnesota,,
CUST-404551,Matthew G. Franklin,Male,49,55,Warehouse manager,Yes,Yes,United States,Minnesota,,
CUST-556626,Carter S. Steele,Male,27,51,Microbiologist,Yes,Yes,United States,Minnesota,,
CUST-377918,Caleb L. Shelton,Male,38,50,Art gallery manager,Yes,Yes,United States,Minnesota,,
CUST-582376,Nathan C. Stephens,Male,24,26,"Surveyor, hydrographic",Yes,Yes,United States,Minnesota,,
CUST-130687,Joshua O. Bryant,Male,47,57,Warehouse manager,Yes,Yes,United States,Minnesota,,
CUST-955394,Austin U. Cannon,Male,56,81,"Designer, graphic",Yes,Yes,United States,Minnesota,,
CUST-191796,Caleb O. Washington,Male,39,41,Dentist,Yes,Yes,United States,Minnesota,,
CUST-569228,Benjamin J. Anderson,Male,36,40,Commercial art gallery manager,Yes,Yes,United States,Minnesota,,
CUST-730738,Lucas N. Spencer,Male,38,53,Fitness centre manager,Yes,Yes,United States,Minnesota,,
CUST-964800,Daniel D. Simon,Male,54,74,Scientific laboratory technician,Yes,Yes,United States,Minnesota,,
CUST-266413,Christopher D. Ford,Male,18,23,Furniture designer,Yes,Yes,United States,Minnesota,,
CUST-949518,Zachary I. Paul,Male,47,55,"Accountant, chartered",Yes,Yes,United States,Minnesota,,
CUST-896961,Aaron F. Parks,Male,49,51,Interpreter,Yes,Yes,United States,Minnesota,,
CUST-703511,Aaron S. Meyer,Male,50,61,Building surveyor,Yes,Yes,United States,Minnesota,,
CUST-319683,James P. West,Male,33,47,"Designer, textile",Yes,Yes,United States,Minnesota,,
CUST-880162,Daniel V. Bradley,Male,55,71,Data scientist,Yes,Yes,United States,Minnesota,,
CUST-885295,Carter M. Alvarez,Male,33,35,Structural engineer,Yes,Yes,United States,Minnesota,,
CUST-541101,Henry F. Alexander,Male,56,65,Agricultural consultant,Yes,Yes,United States,Minnesota,,
CUST-328439,Joseph H. Day,Male,28,45,Fisheries officer,Yes,Yes,United States,Minnesota,,
CUST-852758,Oliver Y. Hawkins,Male,43,66,"Librarian, academic",Yes,Yes,United States,Minnesota,,
CUST-956232,Charles O. Woods,Male,33,50,Glass blower/designer,Yes,Yes,United States,Minnesota,,
CUST-480364,Lucas L. Rodgers,Male,20,22,Furniture conservator/restorer,Yes,Yes,United States,Minnesota,,
CUST-714857,Jackson U. Barrett,Male,33,53,Recruitment consultant,Yes,Yes,United States,Minnesota,,
CUST-693954,Luke X. Howard,Male,56,58,Police officer,Yes,Yes,United States,Minnesota,,
CUST-548004,Owen E. Patton,Male,56,67,Haematologist,Yes,Yes,United States,Minnesota,,
CUST-278762,Oliver X. Peterson,Male,45,48,Materials engineer,Yes,Yes,United States,Minnesota,,
CUST-743853,Alexander S. Conner,Male,57,68,General practice doctor,Yes,Yes,United States,Minnesota,,
CUST-951254,Nicholas M. Perkins,Male,47,54,"Development worker, community",Yes,Yes,United States,Minnesota,,
CUST-719191,Cameron N. West,Male,19,26,"Scientist, marine",Yes,Yes,United States,Minnesota,,
CUST-262336,Wyatt G. Cook,Male,29,53,Archaeologist,Yes,Yes,United States,Minnesota,,
CUST-484053,Wyatt L. Santiago,Male,60,81,Lexicographer,Yes,Yes,United States,Minnesota,,
CUST-169784,Caleb E. Sims,Male,56,71,Theatre manager,Yes,Yes,United States,Minnesota,,
CUST-662926,Dylan F. Kim,Male,27,29,Training and development officer,Yes,Yes,United States,Minnesota,,
CUST-171195,Owen Q. Sherman,Male,47,68,Broadcast journalist,Yes,Yes,United States,Minnesota,,
CUST-812598,Cameron N. Sherman,Male,27,38,"Psychotherapist, child",Yes,Yes,United States,Minnesota,,
CUST-187613,James G. Collins,Male,45,64,Logistics and distribution manager,Yes,Yes,United States,Minnesota,,
CUST-859865,Owen F. Oliver,Male,18,38,"Chemist, analytical",Yes,Yes,United States,Minnesota,,
CUST-400688,Luke Q. Henry,Male,41,62,"Geologist, engineering",Yes,Yes,United States,Minnesota,,
CUST-446749,Lucas C. Wise,Male,40,41,Geoscientist,Yes,Yes,United States,Minnesota,,
CUST-603259,Zachary Z. Flowers,Male,26,37,Science writer,Yes,Yes,United States,Minnesota,,
CUST-671395,Alexander S. Anderson,Male,49,66,"Lighting technician, broadcasting/film/video",Yes,Yes,United States,Minnesota,,
CUST-942763,Daniel E. Cobb,Male,52,71,Automotive engineer,Yes,Yes,United States,Minnesota,,
CUST-761996,Henry I. Ferguson,Male,22,36,Insurance risk surveyor,Yes,Yes,United States,Minnesota,,
CUST-364545,Zachary X. Erickson,Male,26,43,"Radiographer, therapeutic",Yes,Yes,United States,Minnesota,,
CUST-974883,Connor I. Jennings,Male,48,67,Claims inspector/assessor,Yes,Yes,United States,Minnesota,,
CUST-745152,Theodore J. Grant,Male,29,42,Health visitor,Yes,Yes,United States,Minnesota,,
CUST-853326,Austin Q. Evans,Male,32,55,Tree surgeon,Yes,Yes,United States,Minnesota,,
CUST-177708,Joseph P. Robinson,Male,45,59,Forensic psychologist,Yes,Yes,United States,Minnesota,,
CUST-539601,Christopher B. Fowler,Male,20,36,Film/video editor,Yes,Yes,United States,Minnesota,,
CUST-501330,Aaron I. Alvarez,Male,21,39,Careers adviser,Yes,Yes,United States,Minnesota,,
CUST-673870,Owen X. Ramos,Male,55,64,"Teacher, English as a foreign language",Yes,Yes,United States,Minnesota,,
CUST-606998,Sebastian I. Gibson,Male,49,62,Fitness centre manager,Yes,Yes,United States,Minnesota,,
CUST-977851,Owen B. Spencer,Male,22,45,Structural engineer,Yes,Yes,United States,Minnesota,,
CUST-831924,Austin Y. Curry,Male,50,66,"Engineer, agricultural",Yes,Yes,United States,Minnesota,,
CUST-291436,Wyatt A. Wolfe,Male,23,32,Local government officer,Yes,Yes,United States,Minnesota,,
CUST-822988,Joseph C. Scott,Male,34,54,Arts development officer,Yes,Yes,United States,Minnesota,,
CUST-232203,Henry M. Parks,Male,19,40,Information systems manager,Yes,Yes,United States,Minnesota,,
CUST-326284,Isaac Q. Hunter,Male,59,62,Radio producer,Yes,Yes,United States,Minnesota,,
CUST-229988,Austin P. Pena,Male,55,78,Archivist,Yes,Yes,United States,Minnesota,,
CUST-947679,Luke C. Brown,Male,35,45,Health service manager,Yes,Yes,United States,Minnesota,,
CUST-455973,Nicholas U. Carroll,Male,41,57,"Programme researcher, broadcasting/film/video",Yes,Yes,United States,Minnesota,,
CUST-179704,Andrew J. Crawford,Male,54,79,Forest/woodland manager,Yes,Yes,United States,Minnesota,,
CUST-355331,Dylan P. Hampton,Male,34,35,Firefighter,Yes,Yes,United States,Minnesota,,
CUST-403898,Andrew N. Nelson,Male,19,28,Community education officer,Yes,Yes,United States,Minnesota,,
CUST-441357,Anthony W. Norris,Male,22,30,Ship broker,Yes,Yes,United States,Minnesota,,
CUST-893162,William U. Gross,Male,23,34,Clinical embryologist,Yes,Yes,United States,Minnesota,,
CUST-154158,Oliver J. Bowen,Male,20,41,Radio producer,Yes,Yes,United States,Minnesota,,
CUST-453556,Zachary W. Holland,Male,52,58,Civil Service administrator,Yes,Yes,United States,Minnesota,,
CUST-554158,Wyatt T. Campbell,Male,44,50,Chief Technology Officer,Yes,Yes,United States,Minnesota,,
CUST-914500,James U. Vaughn,Male,49,66,Exercise physiologist,Yes,Yes,United States,Minnesota,,
CUST-952491,Luke I. Robbins,Male,25,49,Dancer,Yes,Yes,United States,Minnesota,,
CUST-338070,Aaron P. Burton,Male,44,62,Merchant navy officer,Yes,Yes,United States,Minnesota,,
CUST-888090,Benjamin A. Greene,Male,36,57,Tour manager,Yes,Yes,United States,Minnesota,,
CUST-421242,James W. Ross,Male,21,41,"Engineer, maintenance",Yes,Yes,United States,Minnesota,,
CUST-122434,Christopher S. Paul,Male,38,53,Pharmacologist,Yes,Yes,United States,Minnesota,,
CUST-145851,Nicholas S. Watts,Male,27,47,Optometrist,Yes,Yes,United States,Minnesota,,
CUST-531934,Wyatt V. Shelton,Male,28,34,Midwife,Yes,Yes,United States,Minnesota,,
CUST-102860,William N. Allen,Male,20,40,Senior tax professional/tax inspector,Yes,Yes,United States,Minnesota,,
CUST-932848,Thomas L. Moss,Male,31,45,Broadcast engineer,Yes,Yes,United States,Minnesota,,
CUST-765469,William H. Perry,Male,33,46,Chiropractor,Yes,Yes,United States,Minnesota,,
CUST-397332,Nicholas G. Henry,Male,56,81,"Research officer, government",Yes,Yes,United States,Minnesota,,
CUST-428452,Andrew I. Jensen,Male,28,40,"Nurse, adult",Yes,Yes,United States,Minnesota,,
CUST-312069,Isaac Y. Spencer,Male,29,49,"Teacher, primary school",Yes,Yes,United States,Minnesota,,
CUST-222683,Carter F. Alvarez,Male,40,60,Textile designer,Yes,Yes,United States,Minnesota,,
CUST-419904,Wyatt Q. Burns,Male,43,50,Recruitment consultant,Yes,Yes,United States,Minnesota,,
CUST-582040,Theodore M. Richards,Male,59,76,Bonds trader,Yes,Yes,United States,Minnesota,,
CUST-600546,James W. Goodman,Male,35,49,"Horticulturist, commercial",Yes,Yes,United States,Minnesota,,
CUST-189349,Dylan C. Conner,Male,36,59,Chemical engineer,No,No,United States,Minnesota,,
CUST-417504,Christopher K. Reese,Male,48,56,Architectural technologist,No,No,United States,Minnesota,,
CUST-577032,Theodore R. McDaniel,Male,32,53,"Designer, graphic",No,No,United States,Minnesota,,
CUST-909422,Adam V. Strickland,Male,31,39,"Research officer, trade union",No,No,United States,Minnesota,,
CUST-859937,Jack Q. Palmer,Male,47,69,"Nurse, children's",No,No,United States,Minnesota,,
CUST-730383,Connor O. Stephens,Male,57,66,Academic librarian,No,No,United States,Minnesota,,
CUST-360696,Gabriel Y. Stephens,Male,49,50,Merchant navy officer,No,No,United States,Minnesota,,
CUST-437390,Nathan L. Day,Male,31,37,"Embryologist, clinical",No,No,United States,Minnesota,,
CUST-193574,Joshua Z. Larson,Male,47,69,"Designer, fashion/clothing",No,No,United States,Minnesota,,
CUST-879860,Sebastian B. Reynolds,Male,53,68,Multimedia programmer,No,No,United States,Minnesota,,
CUST-941828,Connor E. Hodges,Male,41,66,Occupational hygienist,No,No,United States,Minnesota,,
CUST-307402,Charles V. McDonald,Male,19,42,"Lecturer, further education",No,No,United States,Minnesota,,
CUST-614619,Jackson E. Jensen,Male,23,37,Air traffic controller,No,No,United States,Minnesota,,
CUST-112939,Daniel N. Obrien,Male,34,56,"Investment banker, operational",No,No,United States,Minnesota,,
CUST-812035,Oliver B. Griffith,Male,30,55,"Designer, industrial/product",No,No,United States,Minnesota,,
CUST-109946,Alexander Z. Kim,Male,34,54,Public relations officer,No,No,United States,Minnesota,,
CUST-489226,Dylan C. Andrews,Male,47,53,Architect,No,No,United States,Minnesota,,
CUST-467735,Benjamin S. Glover,Male,20,39,"Designer, ceramics/pottery",No,No,United States,Minnesota,,
CUST-818925,Nathan M. Castro,Male,25,32,"Pharmacist, community",No,No,United States,Minnesota,,
CUST-269436,Nicholas P. Hudson,Male,52,65,Network engineer,No,No,United States,Minnesota,,
CUST-820133,Lucas I. Walsh,Male,51,58,Regulatory affairs officer,No,No,United States,Minnesota,,
CUST-570853,Sebastian O. Salazar,Male,21,43,Herbalist,No,No,United States,Minnesota,,
CUST-578084,Isaac X. Lyons,Male,32,45,Health promotion specialist,No,No,United States,Minnesota,,
CUST-747386,Thomas Q. Warren,Male,49,73,Television floor manager,No,No,United States,Minnesota,,
CUST-638281,David U. Fernandez,Male,47,62,Civil Service fast streamer,No,No,United States,Minnesota,,
CUST-806507,Christopher O. Reynolds,Male,45,70,"Scientist, research (life sciences)",No,No,United States,Minnesota,,
CUST-989972,Jack Y. Hunt,Male,23,43,Microbiologist,No,No,United States,Minnesota,,
CUST-764629,Owen T. Castro,Male,25,47,"Buyer, industrial",No,No,United States,Minnesota,,
CUST-697069,Alexander J. Patton,Male,18,36,Pension scheme manager,No,No,United States,Minnesota,,
CUST-389974,Lucas J. Conner,Male,42,48,Estate manager/land agent,No,No,United States,Minnesota,,
CUST-950344,Sebastian J. Reed,Male,54,63,"Surveyor, mining",No,No,United States,Minnesota,,
